num_trips,selection,baseline_total_time,selection_total_time,time_reduction_pct
50,gnn,61.68436920642853,18.541004061698914,69.94213558437971
50,milp,61.68436920642853,24.618274807929993,60.08993019683119
50,sort,61.68436920642853,67.5974817276001,-9.586079256777625
100,gnn,490.54532968997955,438.4180591106415,10.626392185260853
100,milp,490.54532968997955,571.076877117157,-16.41673919881628
100,sort,490.54532968997955,490.3501799106598,0.039782211247041364
